no_show_id,booking_id,fee_charged,recorded_at,created_at
576,576,306.29,2025-10-27 11:25:31.904817+00:00,2024-10-25 17:04:18.124418+00:00
577,577,1339.49,2025-08-10 10:54:25.363173+00:00,2024-03-20 22:25:28.954724+00:00
578,578,1654.34,2025-07-16 12:27:23.185786+00:00,2025-12-31 04:42:15.112303+00:00
579,579,1086.65,2024-03-12 23:53:38.883931+00:00,2025-11-21 19:04:57.922068+00:00
580,580,1593.46,2024-07-22 05:02:16.235281+00:00,2025-04-26 06:34:58.053071+00:00
581,581,250.61,2024-05-29 12:49:33.154079+00:00,2024-03-17 18:41:14.183619+00:00
582,582,1216.01,2025-11-21 07:09:53.611856+00:00,2024-12-26 20:53:03.467093+00:00
583,583,396.82,2024-11-24 17:10:56.044803+00:00,2024-11-24 23:15:46.580641+00:00
584,584,621.63,2024-06-04 16:51:06.518162+00:00,2025-07-23 12:35:10.752458+00:00
585,585,848.44,2024-09-04 15:02:13.163668+00:00,2025-06-27 15:33:13.660109+00:00
586,586,1099.99,2026-01-01 21:34:46.899673+00:00,2024-07-16 10:46:44.345297+00:00
587,587,959.73,2024-04-18 02:42:28.337525+00:00,2024-07-20 13:48:54.313568+00:00
588,588,685.95,2025-05-04 14:30:02.485584+00:00,2025-07-25 11:31:19.736606+00:00
589,589,1057.93,2024-09-20 23:03:19.834320+00:00,2025-01-10 18:46:02.909360+00:00
590,590,115.75,2025-05-04 21:33:38.156369+00:00,2025-07-02 13:38:22.311518+00:00
591,591,1825.21,2024-05-08 23:44:22.550082+00:00,2025-12-16 15:47:11.344637+00:00
592,592,1276.62,2025-05-28 18:25:04.240419+00:00,2024-03-15 03:22:04.077527+00:00
593,593,1119.81,2025-06-28 06:51:38.227544+00:00,2025-10-13 12:37:08.534782+00:00
594,594,972.07,2024-11-02 05:00:11.659833+00:00,2025-01-09 07:10:28.530666+00:00
595,595,1078.64,2024-10-22 21:13:55.347367+00:00,2025-04-23 22:54:15.667420+00:00
596,596,1994.22,2026-01-21 21:42:32.935877+00:00,2024-02-01 21:05:50.779453+00:00
597,597,1097.72,2024-12-24 18:16:50.285395+00:00,2024-06-25 13:57:04.898424+00:00
598,598,615.61,2025-11-08 09:08:46.632371+00:00,2024-07-29 00:48:11.747123+00:00
599,599,1726.86,2025-05-15 07:22:30.881849+00:00,2025-02-26 14:13:55.639199+00:00
600,600,815.8,2025-02-24 19:43:28.761719+00:00,2024-08-16 20:01:51.109140+00:00
601,601,148.73,2025-04-29 12:18:03.947109+00:00,2024-10-17 06:11:56.620074+00:00
602,602,1444.5,2024-10-02 00:02:57.395390+00:00,2025-05-06 08:38:40.523828+00:00
603,603,586.03,2024-09-11 17:31:10.844394+00:00,2025-08-14 13:23:57.693027+00:00
604,604,1902.52,2025-02-10 04:31:47.282508+00:00,2025-04-21 18:50:21.588738+00:00
605,605,492.59,2025-06-17 00:15:06.795056+00:00,2025-04-14 22:51:42.478513+00:00
606,606,1962.37,2025-07-16 20:24:50.723700+00:00,2024-07-31 05:44:58.545372+00:00
607,607,1347.67,2024-01-27 11:29:05.700346+00:00,2024-11-27 05:53:45.155329+00:00
608,608,259.0,2024-05-30 19:23:38.951253+00:00,2025-02-02 10:06:51.347835+00:00
609,609,800.94,2025-04-20 19:26:50.896790+00:00,2025-02-28 05:18:09.936323+00:00
610,610,1138.92,2024-10-09 06:42:10.633766+00:00,2024-11-09 16:56:34.145633+00:00
611,611,370.57,2026-01-07 04:22:58.216907+00:00,2024-04-08 14:34:55.051680+00:00
612,612,369.44,2024-07-24 13:47:55.642901+00:00,2025-10-31 18:54:31.153893+00:00
613,613,1746.38,2024-04-05 15:33:03.272065+00:00,2025-12-14 15:34:17.141864+00:00
614,614,51.47,2024-02-14 04:26:40.181633+00:00,2024-04-30 17:40:22.351687+00:00
615,615,398.61,2025-07-19 02:34:28.062677+00:00,2025-05-17 18:50:54.172936+00:00
616,616,1871.71,2025-05-05 03:33:41.805538+00:00,2024-06-30 17:52:24.427006+00:00
617,617,179.0,2024-11-30 18:32:34.726670+00:00,2025-07-31 16:47:07.101520+00:00
618,618,1382.42,2025-11-20 02:08:27.107736+00:00,2024-02-12 14:45:24.889434+00:00
619,619,694.87,2025-08-03 04:53:21.206553+00:00,2024-11-12 16:05:38.687619+00:00
620,620,1278.1,2025-07-18 15:53:01.865938+00:00,2024-04-05 08:04:45.809539+00:00
621,621,839.55,2024-10-08 03:14:19.178433+00:00,2025-12-14 17:47:58.682299+00:00
622,622,556.11,2025-11-11 22:51:49.049161+00:00,2024-05-30 14:58:39.134715+00:00
623,623,743.75,2024-02-11 12:56:33.739469+00:00,2024-05-22 10:43:52.670867+00:00
624,624,600.23,2026-01-15 12:41:25.903745+00:00,2024-05-13 08:51:41.442459+00:00
625,625,788.98,2025-03-08 11:15:15.370824+00:00,2025-06-08 15:02:39.990297+00:00
626,626,1915.46,2025-12-22 19:42:49.508629+00:00,2025-12-19 10:56:26.973143+00:00
627,627,944.0,2025-04-29 08:56:25.418943+00:00,2024-05-21 21:58:31.682238+00:00
628,628,839.02,2025-02-28 08:23:44.227689+00:00,2024-11-04 11:03:18.338263+00:00
629,629,1481.53,2024-10-15 05:56:57.725963+00:00,2025-07-27 14:19:40.300625+00:00
630,630,1030.94,2025-04-29 15:12:53.653003+00:00,2025-04-17 05:26:56.000715+00:00
631,631,603.54,2024-07-11 05:39:31.307417+00:00,2024-05-07 17:11:38.219976+00:00
632,632,360.63,2024-10-30 13:25:14.783443+00:00,2024-03-08 23:27:43.653787+00:00
633,633,1103.55,2025-04-26 17:35:00.408414+00:00,2024-06-17 18:31:43.151253+00:00
634,634,287.72,2025-09-30 21:08:58.978163+00:00,2024-10-13 09:03:52.668522+00:00
635,635,41.16,2025-12-03 04:25:20.338541+00:00,2025-03-24 17:59:59.807916+00:00
636,636,1218.56,2025-05-11 04:58:34.634656+00:00,2024-09-26 01:57:33.944214+00:00
637,637,1912.8,2024-06-29 08:02:07.135339+00:00,2025-04-11 02:40:02.492239+00:00
638,638,866.31,2024-02-19 20:54:35.240691+00:00,2025-05-24 21:57:54.919003+00:00
639,639,283.31,2026-01-14 15:41:23.573605+00:00,2024-04-09 20:43:21.555699+00:00
640,640,1060.26,2025-12-28 10:41:15.478160+00:00,2024-04-28 17:39:49.637878+00:00
641,641,416.57,2025-10-31 20:55:56.421114+00:00,2025-05-27 08:30:27.953966+00:00
642,642,1511.66,2025-06-20 00:28:48.739649+00:00,2024-08-08 14:54:02.436777+00:00
643,643,1258.97,2025-08-16 01:01:38.627710+00:00,2025-12-09 23:59:21.631716+00:00
644,644,1009.28,2024-12-02 22:55:10.850552+00:00,2024-09-14 13:59:05.492168+00:00
645,645,1299.32,2026-01-18 22:21:08.132021+00:00,2024-12-17 13:26:39.615004+00:00
646,646,911.58,2024-08-23 10:26:07.368920+00:00,2024-06-14 21:04:46.397187+00:00
647,647,515.67,2024-07-05 10:42:02.975080+00:00,2025-08-14 12:32:29.739199+00:00
648,648,1994.69,2025-05-12 08:40:17.669321+00:00,2024-11-12 10:16:22.298895+00:00
649,649,233.48,2024-10-15 10:14:34.928066+00:00,2024-02-13 16:58:04.834261+00:00
650,650,804.33,2025-06-04 01:41:37.624201+00:00,2026-01-08 20:53:44.447128+00:00
651,651,83.44,2025-06-26 14:52:11.369974+00:00,2025-12-12 12:43:40.240540+00:00
652,652,1569.43,2026-01-12 04:13:57.022738+00:00,2024-10-12 07:00:56.113533+00:00
653,653,887.86,2025-03-28 18:58:10.481475+00:00,2024-09-11 04:48:11.683290+00:00
654,654,1692.81,2025-02-23 08:44:45.509436+00:00,2026-01-01 18:25:25.339159+00:00
655,655,131.41,2025-11-01 04:44:44.652065+00:00,2024-09-29 11:35:50.234228+00:00
656,656,118.49,2024-04-16 09:01:17.037547+00:00,2025-04-16 12:49:49.318427+00:00
657,657,1507.33,2026-01-13 06:33:17.928070+00:00,2024-05-05 00:18:13.347417+00:00
658,658,1740.4,2025-06-05 13:31:50.210926+00:00,2025-01-13 20:31:14.156501+00:00
659,659,652.01,2024-07-28 11:54:33.029921+00:00,2026-01-01 20:16:05.386836+00:00
660,660,504.78,2025-10-05 16:51:19.697668+00:00,2024-03-23 10:39:51.352089+00:00
661,661,636.65,2024-09-11 10:52:13.636509+00:00,2024-07-10 16:21:07.772715+00:00
662,662,1946.37,2025-08-17 06:45:27.226760+00:00,2024-08-21 12:06:05.022957+00:00
663,663,173.74,2024-04-04 11:05:16.714564+00:00,2024-10-21 04:18:21.394860+00:00
664,664,458.29,2025-09-30 22:09:32.992236+00:00,2024-05-07 20:37:56.884726+00:00
665,665,1438.12,2024-04-05 02:04:34.751847+00:00,2024-03-18 20:06:11.956987+00:00
666,666,1056.73,2024-08-01 14:04:04.011833+00:00,2024-06-08 05:29:29.766957+00:00
667,667,1373.09,2024-05-11 03:51:40.043041+00:00,2024-05-25 15:50:50.171723+00:00
668,668,1392.81,2025-09-03 17:07:47.625885+00:00,2025-02-06 09:29:01.944828+00:00
669,669,1627.29,2024-05-02 23:17:24.468226+00:00,2024-11-09 08:23:17.599830+00:00
670,670,1370.43,2024-10-20 18:59:48.490614+00:00,2024-04-19 15:12:02.451296+00:00
671,671,458.54,2024-06-16 00:06:15.665962+00:00,2024-08-19 22:56:14.684613+00:00
672,672,516.54,2024-08-06 07:56:16.729570+00:00,2024-10-26 06:47:05.469992+00:00
673,673,1225.97,2025-09-26 15:11:15.767253+00:00,2025-06-28 10:50:15.694838+00:00
674,674,1377.08,2025-08-31 18:11:02.307847+00:00,2024-09-30 06:36:52.523847+00:00
675,675,1037.28,2024-09-11 23:55:37.801239+00:00,2025-08-02 05:07:49.955821+00:00
676,676,1887.23,2024-12-29 22:41:31.747676+00:00,2025-05-12 22:17:23.818042+00:00
677,677,125.41,2025-04-07 18:05:44.684082+00:00,2025-12-08 01:32:23.038538+00:00
678,678,1253.19,2024-02-06 22:52:42.360326+00:00,2024-03-24 11:26:38.298102+00:00
679,679,1638.53,2024-12-20 21:29:07.584753+00:00,2024-04-25 01:50:02.799297+00:00
680,680,94.97,2025-02-22 09:12:45.986635+00:00,2025-01-18 20:30:19.174702+00:00
681,681,130.37,2025-10-25 11:35:16.431551+00:00,2024-09-23 17:30:18.584638+00:00
682,682,1732.24,2024-05-06 13:39:34.444746+00:00,2025-05-25 16:21:36.759193+00:00
683,683,1269.0,2024-08-04 21:12:37.374038+00:00,2024-06-21 00:48:00.670001+00:00
684,684,456.86,2024-10-20 16:21:09.571804+00:00,2024-12-11 17:13:20.843669+00:00
685,685,617.61,2024-10-18 05:47:56.145589+00:00,2025-03-06 07:11:24.415353+00:00
686,686,127.43,2025-08-01 12:07:27.764225+00:00,2024-02-19 19:57:03.234634+00:00
687,687,1151.19,2025-05-03 20:16:56.739157+00:00,2025-08-04 00:23:24.965856+00:00
688,688,1792.1,2024-05-24 10:30:45.804622+00:00,2025-04-21 01:42:50.603072+00:00
689,689,1982.15,2025-12-11 04:26:00.440938+00:00,2024-06-12 00:32:53.537844+00:00
690,690,1045.45,2025-11-29 20:27:35.212066+00:00,2026-01-04 19:12:57.515523+00:00
691,691,1601.85,2024-02-04 23:14:53.998791+00:00,2024-09-29 12:46:16.899103+00:00
692,692,613.55,2025-03-27 10:17:49.001783+00:00,2024-05-30 16:13:28.023727+00:00
693,693,1952.4,2025-04-29 11:17:03.500777+00:00,2025-04-20 09:51:15.416047+00:00
694,694,372.42,2024-09-10 03:57:20.261685+00:00,2024-02-06 13:59:06.594128+00:00
695,695,783.27,2025-04-26 13:54:37.922432+00:00,2025-12-22 08:38:25.092228+00:00
696,696,1310.03,2024-06-28 03:23:14.690122+00:00,2024-06-03 18:40:22.055656+00:00
697,697,792.85,2024-05-11 10:24:25.395198+00:00,2025-02-09 22:13:14.066712+00:00
698,698,909.7,2024-04-01 19:05:50.931504+00:00,2025-01-27 18:35:17.176608+00:00
699,699,46.53,2025-06-01 21:16:32.107484+00:00,2025-07-04 07:12:11.117899+00:00
700,700,1674.11,2024-09-30 07:27:17.272479+00:00,2026-01-21 04:58:53.325410+00:00
701,701,1530.03,2024-12-21 01:00:47.099745+00:00,2025-01-31 20:09:36.707877+00:00
702,702,830.56,2025-02-25 01:02:20.607949+00:00,2025-11-08 16:04:51.525279+00:00
703,703,312.45,2025-12-03 09:45:54.071833+00:00,2024-08-29 08:40:01.999486+00:00
704,704,1747.71,2024-11-20 15:55:41.264663+00:00,2025-05-28 07:04:44.221059+00:00
705,705,322.09,2024-09-12 11:28:27.963713+00:00,2024-01-29 14:59:53.190704+00:00
706,706,1169.17,2024-04-28 11:43:15.511581+00:00,2025-08-27 06:47:12.283262+00:00
707,707,249.79,2025-11-14 11:23:58.037944+00:00,2025-03-18 07:15:19.187984+00:00
708,708,100.36,2024-08-09 03:09:02.049668+00:00,2025-02-20 17:03:35.454237+00:00
709,709,1710.91,2024-06-12 17:10:45.952217+00:00,2025-10-16 20:42:49.673800+00:00
710,710,1207.38,2025-12-08 21:19:00.010594+00:00,2025-07-12 04:33:10.141237+00:00
711,711,1598.58,2024-03-07 04:13:55.080356+00:00,2026-01-17 14:38:30.225004+00:00
712,712,1065.92,2025-11-06 19:10:50.753902+00:00,2025-05-02 08:53:34.066160+00:00
713,713,1319.23,2025-06-09 02:00:15.275781+00:00,2025-08-30 21:47:05.740210+00:00
714,714,662.3,2024-07-10 00:13:06.854251+00:00,2025-07-19 17:21:24.840691+00:00
715,715,418.42,2024-02-02 19:23:34.326353+00:00,2024-07-26 13:29:22.795439+00:00
716,716,1518.57,2024-03-29 16:22:13.150079+00:00,2025-05-17 11:37:00.973378+00:00
717,717,1276.82,2025-10-19 17:31:38.739346+00:00,2026-01-05 01:26:47.932050+00:00
718,718,698.97,2025-05-25 01:20:05.359745+00:00,2024-09-05 15:36:11.708402+00:00
719,719,758.26,2024-02-06 01:21:10.432781+00:00,2025-03-28 06:10:57.119358+00:00
720,720,962.47,2024-06-14 02:29:51.179084+00:00,2024-04-19 04:59:54.486473+00:00
721,721,1496.4,2024-03-03 10:21:47.041914+00:00,2025-10-15 23:38:56.856739+00:00
722,722,1807.38,2025-08-03 05:13:54.876205+00:00,2024-12-18 12:56:47.246823+00:00
723,723,763.48,2024-12-26 11:08:21.483093+00:00,2024-01-29 23:42:27.283485+00:00
724,724,334.78,2025-04-28 07:19:29.364372+00:00,2025-10-30 12:37:56.825785+00:00
725,725,568.99,2025-04-06 12:57:02.969654+00:00,2025-05-03 09:56:03.338148+00:00
726,726,1292.43,2024-08-13 08:55:46.607960+00:00,2024-11-11 15:04:05.718686+00:00
727,727,1690.89,2024-12-05 18:01:47.770510+00:00,2025-07-15 09:12:19.880239+00:00
728,728,1470.64,2024-11-29 17:46:01.055793+00:00,2025-06-16 05:26:33.206981+00:00
729,729,1149.17,2025-12-15 08:10:07.946642+00:00,2024-05-01 05:30:04.542181+00:00
730,730,924.87,2024-09-03 15:47:25.561689+00:00,2025-11-07 13:43:58.936241+00:00
731,731,657.46,2024-07-29 19:28:04.130017+00:00,2025-11-15 14:15:53.585692+00:00
732,732,1567.76,2025-06-30 07:02:02.307561+00:00,2025-09-13 18:27:48.223894+00:00
733,733,1554.43,2025-12-05 09:31:12.266068+00:00,2026-01-07 14:07:36.086367+00:00
734,734,747.54,2024-03-16 07:43:42.367256+00:00,2024-08-05 18:57:55.855906+00:00
735,735,23.73,2025-07-09 10:26:34.709766+00:00,2025-06-15 02:52:59.550226+00:00
736,736,1127.79,2025-02-24 03:56:17.719265+00:00,2024-08-29 02:09:27.147231+00:00
737,737,1055.1,2025-11-16 05:52:58.102394+00:00,2024-04-08 16:11:57.741580+00:00
738,738,1076.7,2024-11-21 12:51:00.211283+00:00,2025-05-01 23:30:17.025665+00:00
739,739,753.36,2024-01-26 03:45:57.791026+00:00,2025-07-08 14:50:15.551570+00:00
740,740,732.27,2025-11-24 04:16:09.111489+00:00,2025-01-05 02:03:18.329995+00:00
741,741,945.11,2024-01-27 11:04:07.119988+00:00,2024-11-20 00:10:59.562965+00:00
742,742,1643.0,2025-03-26 10:54:31.355051+00:00,2025-03-30 09:24:11.397350+00:00
743,743,1099.9,2024-06-26 22:55:06.255975+00:00,2025-05-08 11:34:02.434844+00:00
744,744,1622.46,2025-09-01 07:14:31.970074+00:00,2025-10-21 15:21:43.005582+00:00
745,745,1093.82,2024-02-24 17:31:45.657709+00:00,2025-04-10 22:19:33.679426+00:00
746,746,556.42,2024-09-28 08:36:51.184420+00:00,2024-09-29 14:31:00.424320+00:00
747,747,1040.78,2025-11-13 21:38:56.881140+00:00,2024-03-11 09:15:52.450970+00:00
748,748,1997.61,2025-11-21 12:40:13.860357+00:00,2024-05-22 20:29:42.890625+00:00
749,749,149.36,2024-11-25 10:28:12.630566+00:00,2024-07-17 08:17:42.781724+00:00
750,750,481.87,2025-10-24 21:36:52.000934+00:00,2024-03-22 10:07:47.141387+00:00
751,751,899.27,2024-02-08 16:53:15.783902+00:00,2024-06-04 17:40:17.817185+00:00
752,752,548.49,2025-06-07 14:33:11.875977+00:00,2024-06-14 01:41:19.348502+00:00
753,753,30.43,2024-09-09 09:08:40.768720+00:00,2024-09-22 16:04:46.855840+00:00
754,754,1147.99,2024-08-30 04:03:29.936108+00:00,2024-05-31 20:57:36.502196+00:00
755,755,1398.67,2025-03-15 06:12:13.009995+00:00,2024-01-30 04:21:10.391984+00:00
756,756,1466.57,2025-03-11 12:01:07.229753+00:00,2024-07-16 08:22:09.427237+00:00
757,757,1084.25,2024-10-11 22:59:10.774646+00:00,2025-03-11 21:39:26.427382+00:00
758,758,253.75,2025-08-25 19:27:10.133141+00:00,2025-01-08 06:13:17.403331+00:00
759,759,259.71,2024-04-14 05:26:06.315196+00:00,2025-04-24 05:00:14.376802+00:00
760,760,816.58,2024-03-27 13:46:20.126184+00:00,2026-01-08 13:45:58.129155+00:00
761,761,302.1,2025-01-17 13:07:48.614822+00:00,2025-01-12 13:39:33.713890+00:00
762,762,605.02,2024-08-14 02:56:06.163668+00:00,2024-03-12 19:01:40.057199+00:00
763,763,1955.48,2024-12-04 20:26:26.638192+00:00,2024-08-14 16:05:09.482168+00:00
764,764,1318.41,2026-01-08 17:53:50.653370+00:00,2025-12-30 05:32:27.115984+00:00
765,765,152.03,2024-10-20 20:27:21.307600+00:00,2024-08-02 14:54:49.927576+00:00
766,766,969.51,2024-10-27 20:07:49.545787+00:00,2024-12-30 19:57:36.512630+00:00
767,767,657.27,2025-09-06 12:18:11.291323+00:00,2025-06-26 05:16:47.958847+00:00
768,768,1034.41,2025-04-20 00:37:02.295105+00:00,2025-02-06 07:22:47.485774+00:00
769,769,458.85,2025-11-11 07:04:09.751065+00:00,2025-01-23 12:16:13.913205+00:00
770,770,1860.61,2024-04-22 01:58:21.230246+00:00,2024-04-23 17:28:46.694577+00:00
771,771,52.91,2024-03-28 03:02:49.563380+00:00,2025-01-01 21:29:57.267374+00:00
772,772,1016.19,2024-10-31 19:29:36.801718+00:00,2024-07-10 08:17:46.345826+00:00
773,773,204.34,2024-09-19 22:22:43.151454+00:00,2025-06-10 02:55:48.304749+00:00
774,774,1941.41,2024-10-11 21:36:28.929321+00:00,2026-01-02 23:36:07.370775+00:00
775,775,732.17,2025-10-04 00:50:42.128611+00:00,2024-06-12 04:49:31.400338+00:00
776,776,1986.67,2024-12-30 14:11:40.438658+00:00,2025-09-24 18:36:54.234890+00:00
777,777,658.98,2025-02-17 22:35:04.817109+00:00,2024-04-27 07:06:35.871078+00:00
778,778,925.77,2025-06-24 19:53:49.372324+00:00,2024-10-27 05:50:32.277146+00:00
779,779,1449.86,2024-10-28 18:56:58.283844+00:00,2024-02-08 14:18:00.590376+00:00
780,780,999.37,2024-11-11 09:43:44.726681+00:00,2025-01-14 17:07:48.405809+00:00
781,781,542.21,2024-09-05 12:52:38.270714+00:00,2024-08-14 15:21:11.757643+00:00
782,782,1903.3,2025-12-06 17:38:27.410303+00:00,2024-08-09 12:29:06.449887+00:00
783,783,681.97,2024-07-02 08:34:22.298382+00:00,2026-01-09 02:57:26.362412+00:00
784,784,1826.96,2026-01-10 05:59:52.830494+00:00,2024-12-24 04:03:22.353985+00:00
785,785,1165.7,2024-03-13 07:06:05.080254+00:00,2026-01-21 02:53:27.510851+00:00
786,786,1885.42,2025-01-13 15:33:50.363298+00:00,2025-01-17 02:25:58.223438+00:00
787,787,530.5,2026-01-04 00:13:39.338453+00:00,2024-01-25 09:41:26.720390+00:00
788,788,413.65,2024-07-07 01:50:26.608502+00:00,2025-01-17 22:41:09.406909+00:00
789,789,835.53,2024-04-23 10:57:17.666562+00:00,2024-10-14 06:10:22.165209+00:00
790,790,1775.9,2024-09-26 08:18:28.327374+00:00,2024-02-16 11:53:23.002364+00:00
791,791,24.7,2025-11-27 12:30:23.157427+00:00,2024-09-08 22:02:00.329054+00:00
792,792,947.58,2024-03-01 06:27:06.354704+00:00,2024-06-26 07:07:06.111717+00:00
793,793,1069.24,2025-10-22 05:04:43.460680+00:00,2025-10-04 13:48:03.439511+00:00
794,794,379.96,2024-03-12 04:36:18.269751+00:00,2026-01-12 14:07:06.225466+00:00
795,795,377.37,2025-12-16 20:53:18.099928+00:00,2024-03-27 15:28:42.917095+00:00
796,796,1092.71,2024-08-16 07:27:34.091647+00:00,2025-01-23 06:57:15.996137+00:00
797,797,130.53,2025-08-11 15:19:49.824893+00:00,2024-06-12 21:21:43.481741+00:00
798,798,968.56,2024-09-06 16:28:57.785690+00:00,2024-04-09 11:19:46.429867+00:00
799,799,1666.66,2024-04-09 14:14:04.937513+00:00,2024-08-27 19:52:32.112395+00:00
800,800,1732.26,2024-06-02 07:56:34.253056+00:00,2024-06-07 10:07:01.884862+00:00
801,801,1700.9,2024-11-11 21:58:05.073374+00:00,2025-04-03 01:45:52.468826+00:00
802,802,1799.1,2024-08-06 14:10:00.939692+00:00,2024-05-27 02:04:50.927439+00:00
803,803,622.67,2024-10-26 20:41:32.067410+00:00,2025-10-18 13:58:04.924908+00:00
804,804,1383.53,2025-04-11 22:12:20.241044+00:00,2025-10-21 15:49:40.540838+00:00
805,805,1957.44,2024-06-29 07:11:03.210243+00:00,2024-03-09 04:59:11.886712+00:00
806,806,1767.29,2025-06-08 18:11:49.594433+00:00,2024-12-18 00:47:12.891093+00:00
807,807,1174.08,2025-12-15 22:33:50.385108+00:00,2026-01-06 07:21:29.674303+00:00
808,808,295.68,2024-09-19 00:55:51.007681+00:00,2024-03-10 12:23:19.405616+00:00
809,809,1636.34,2025-01-17 03:52:54.004507+00:00,2025-04-26 17:33:31.170471+00:00
810,810,1219.17,2024-08-18 09:16:01.152700+00:00,2024-07-02 07:07:14.712646+00:00
811,811,156.66,2024-01-27 00:36:44.975816+00:00,2024-12-23 06:47:56.536104+00:00
812,812,1354.91,2025-06-15 10:16:26.690553+00:00,2024-11-30 20:47:09.216175+00:00
813,813,1994.87,2025-08-07 07:24:26.458696+00:00,2024-03-04 23:50:15.062224+00:00
814,814,1610.99,2025-11-06 19:43:57.208356+00:00,2025-02-06 20:29:11.806963+00:00
815,815,1583.59,2024-12-06 11:18:32.509624+00:00,2024-06-22 07:01:01.548445+00:00
816,816,1565.38,2024-03-22 03:31:28.075727+00:00,2024-07-08 11:03:29.563650+00:00
817,817,920.93,2025-10-11 18:24:05.099610+00:00,2024-09-01 11:40:33.544677+00:00
818,818,920.8,2024-06-26 10:00:57.440189+00:00,2025-07-19 01:01:16.992312+00:00
819,819,897.54,2024-09-28 00:58:59.182952+00:00,2024-10-22 22:00:31.804044+00:00
820,820,1312.22,2025-03-19 13:22:03.259150+00:00,2024-07-27 04:58:58.282315+00:00
821,821,1870.09,2024-10-24 05:02:49.372005+00:00,2024-12-21 03:11:11.318140+00:00
822,822,356.49,2025-05-09 19:19:20.561650+00:00,2025-01-14 16:47:00.539723+00:00
823,823,563.11,2025-12-11 21:40:40.222862+00:00,2024-02-28 16:54:51.037178+00:00
824,824,1896.05,2024-11-22 08:19:17.395899+00:00,2024-10-05 15:29:38.085003+00:00
825,825,1265.52,2025-12-16 04:25:10.794666+00:00,2025-02-02 05:02:12.735154+00:00
826,826,83.19,2025-06-04 02:05:20.045412+00:00,2024-09-10 18:32:16.149895+00:00
827,827,1753.34,2024-02-19 06:21:48.162299+00:00,2025-07-11 10:49:52.060293+00:00
828,828,1894.42,2024-01-27 01:29:37.377910+00:00,2024-05-04 16:45:48.072678+00:00
829,829,1802.15,2025-12-19 16:13:16.386160+00:00,2024-09-19 00:02:23.334422+00:00
830,830,295.58,2024-07-06 06:28:40.932507+00:00,2024-08-08 09:44:49.151767+00:00
831,831,951.93,2025-04-18 03:40:21.927719+00:00,2025-12-26 15:26:11.770727+00:00
832,832,1813.22,2024-06-10 02:25:07.367882+00:00,2024-08-22 18:06:05.191052+00:00
833,833,1330.15,2025-12-15 20:51:14.556462+00:00,2024-06-15 06:31:25.725454+00:00
834,834,869.08,2026-01-08 10:26:21.274142+00:00,2025-01-17 08:51:09.541237+00:00
835,835,248.85,2024-04-08 13:13:41.472517+00:00,2024-11-08 19:42:59.601666+00:00
836,836,1109.11,2024-07-23 01:31:17.284227+00:00,2024-03-20 07:43:23.777284+00:00
837,837,488.17,2025-08-16 12:07:32.938576+00:00,2025-07-11 00:03:08.095615+00:00
838,838,1244.03,2024-03-10 01:46:06.165595+00:00,2024-08-18 14:23:44.859963+00:00
839,839,1681.41,2024-11-22 02:07:31.586442+00:00,2024-03-09 07:23:37.840171+00:00
840,840,126.11,2024-07-27 15:12:14.129653+00:00,2025-07-21 09:51:03.942828+00:00
841,841,230.21,2024-07-04 11:03:30.394278+00:00,2024-07-18 08:01:58.579976+00:00
842,842,1822.02,2024-05-26 13:06:35.497284+00:00,2025-08-14 13:39:52.608242+00:00
843,843,1596.52,2024-09-21 08:27:10.128331+00:00,2024-11-12 21:41:01.202075+00:00
844,844,715.94,2025-07-08 20:58:09.030579+00:00,2025-02-19 02:24:40.882710+00:00
845,845,393.33,2025-02-04 04:35:13.897179+00:00,2024-06-28 22:37:21.986477+00:00
846,846,1702.18,2026-01-13 17:26:14.915904+00:00,2025-02-27 09:19:22.534647+00:00
847,847,1656.15,2024-05-04 02:14:28.558491+00:00,2024-04-19 04:01:52.557253+00:00
848,848,1207.6,2025-10-14 09:53:54.390654+00:00,2024-06-09 22:11:37.009860+00:00
849,849,882.47,2024-10-27 22:28:02.579232+00:00,2024-03-23 17:15:51.835047+00:00
850,850,1501.9,2025-08-09 15:55:57.741422+00:00,2024-12-02 01:51:53.918508+00:00
851,851,1829.87,2025-11-18 05:04:43.948240+00:00,2024-03-16 11:06:49.450564+00:00
852,852,1671.96,2025-05-10 00:22:21.774248+00:00,2025-12-18 16:00:57.501273+00:00
853,853,901.31,2024-12-08 12:46:17.697021+00:00,2025-06-22 20:25:58.834691+00:00
854,854,368.36,2025-01-02 16:55:05.816006+00:00,2025-10-28 20:12:13.452054+00:00
855,855,1087.97,2025-03-09 21:32:25.157655+00:00,2025-12-17 00:07:13.663322+00:00
856,856,1772.69,2025-08-22 05:04:09.263529+00:00,2025-07-03 15:08:44.398076+00:00
857,857,60.7,2024-07-05 00:17:52.006444+00:00,2024-03-18 11:54:12.288573+00:00
858,858,1920.88,2025-08-15 09:05:51.058006+00:00,2024-02-08 06:25:10.562452+00:00
859,859,195.13,2025-11-11 15:09:15.969780+00:00,2025-04-22 02:08:25.162791+00:00
860,860,1272.06,2025-12-15 09:11:51.185072+00:00,2025-02-27 07:06:49.637255+00:00
861,861,621.63,2024-10-16 09:52:43.957650+00:00,2025-01-06 06:00:56.105571+00:00
862,862,1636.07,2024-06-29 19:19:18.950603+00:00,2024-06-22 01:55:21.384144+00:00
863,863,1851.77,2025-04-20 15:29:45.674591+00:00,2024-11-27 13:30:05.369486+00:00
